seller_rank,orders,units,item_revenue,freight,average_review,late_rate,freight_burden
30,339,379,55426.1,9686.65,4.159151193633952,0.0395778364116095,0.17476694192808082
31,272,281,55350.55,6083.33,4.317689530685921,0.02491103202846975,0.10990550229401513
32,388,427,55093.28,7644.26,4.149411764705882,0.08899297423887588,0.1387512233796935
33,158,269,54679.22,7000.11,3.718283582089552,0.05947955390334572,0.12802139459926457
34,117,122,53201.78,4239.16,4.237704918032787,0.09836065573770492,0.07968079263513364
35,203,211,52917.18,6331.84,4.14975845410628,0.05687203791469194,0.11965565814353675
36,337,363,51676.88,6496.14,4.108333333333333,0.08264462809917356,0.12570689252137515
37,75,75,51286.05,1649.82,3.8513513513513513,0.02666666666666667,0.032168981623657895
38,57,58,51057.54,2856.22,4.586206896551724,0.0,0.055941198890506666
39,30,31,50628.9,1000.59,4.193548387096774,0.0967741935483871,0.01976321824096514
40,667,724,50525.6,12554.2,4.220833333333333,0.058011049723756904,0.2484720616875406
41,56,61,48019.0,9793.43,4.344262295081967,0.08196721311475409,0.2039490618296924
42,385,431,47017.69,7853.81,3.8309859154929575,0.17633410672853828,0.16703946961239483
43,320,389,46610.4,8453.59,4.0490956072351425,0.11311053984575835,0.18136703396666837
44,420,454,46030.37,7274.38,3.89532293986637,0.10572687224669604,0.15803435862018922
45,354,373,45643.74,5573.48,4.0431266846361185,0.08847184986595175,0.12210831101921095
46,187,192,45355.36,3114.41,4.287234042553192,0.0625,0.06866685657439385
47,152,155,44985.17,2725.07,4.15483870967742,0.12903225806451613,0.0605770746225923
48,38,38,44212.5,1311.0,4.421052631578948,0.05263157894736842,0.02965224766751484
49,83,84,43739.84,3055.44,4.428571428571429,0.03571428571428571,0.069854850863652
50,369,395,43587.4,7898.91,4.1725888324873095,0.04556962025316456,0.18122003147698645
51,657,750,43162.95,10139.71,4.166219839142091,0.07333333333333333,0.2349169831997118
52,278,307,43048.18,6079.63,4.447712418300654,0.02280130293159609,0.14122850257548636
53,33,36,42829.0,920.93,4.027777777777778,0.027777777777777776,0.02150248663288893
54,202,212,42628.61,3231.4900000000002,2.7139423076923075,0.1320754716981132,0.0758056619720887
55,535,536,40889.74,9290.77,4.092731829573935,0.061567164179104475,0.2272151889447084
56,125,149,40703.14,8828.43,4.204081632653061,0.08053691275167785,0.216898008360043
57,526,613,39951.95,10190.88,3.961348684210526,0.09461663947797716,0.25507841294354844
58,66,66,39907.5,4299.92,4.545454545454546,0.06060606060606061,0.10774716531980204
59,79,87,39815.0,6889.13,3.453488372093023,0.20689655172413793,0.17302850684415422
60,268,326,39465.1,5955.43,3.8584615384615386,0.0950920245398773,0.15090370986010426
61,319,331,37373.56,6915.6,4.047112462006079,0.07854984894259819,0.18503990521641506
62,1146,1203,37177.52,17544.77,3.952341137123746,0.10224438902743142,0.4719187831786521
63,245,259,37153.4,5043.78,3.8443579766536966,0.10424710424710425,0.13575554323426656
64,203,216,37070.4,4408.52,4.032558139534884,0.046296296296296294,0.11892291423885365
65,261,338,36537.369999999995,3938.91,4.3014925373134325,0.07988165680473373,0.10780496789998843
66,18,18,36459.0,1198.77,4.277777777777778,0.0,0.032879947338105814
67,392,405,36408.95,12141.29,4.0,0.2345679012345679,0.3334699297837483
68,338,361,34725.43,6855.65,4.421052631578948,0.04709141274238227,0.19742448113673466
69,216,269,34343.06,4688.5,3.9442379182156135,0.12267657992565056,0.13651957629867578
70,406,429,33776.78,8012.38,4.2266355140186915,0.023310023310023312,0.23721562564578388
71,157,206,33702.78,2900.18,4.019607843137255,0.09223300970873786,0.08605165508601961
72,131,159,33461.6,4079.96,4.082278481012659,0.08176100628930817,0.12192961484208766
73,423,558,33344.21,8741.95,3.591485507246377,0.1039426523297491,0.2621729529654474
74,98,100,32862.02,1775.64,4.1313131313131315,0.03,0.05403319698545617
75,161,167,32689.1,3749.65,3.9451219512195124,0.05389221556886228,0.11470643119571969
76,312,327,32208.16,7797.2,3.717391304347826,0.13149847094801223,0.24208771938539797
77,108,114,31994.649999999998,2769.52,4.348214285714286,0.07017543859649122,0.08656197207970708
78,59,77,31941.81,2916.12,4.12,0.11688311688311688,0.09129476382208772
79,70,84,31574.3,2229.67,4.25,0.08333333333333333,0.07061660907763594
80,248,302,31546.550000000003,4996.55,3.355481727574751,0.19536423841059603,0.15838657476015602
81,238,246,31397.7,6853.91,4.3061224489795915,0.056910569105691054,0.2182933781773824
82,305,339,31095.98,7218.33,4.362426035502959,0.05604719764011799,0.2321306483989249
83,315,328,30858.53,5606.91,3.7699386503067487,0.10670731707317073,0.1816972487023847
84,473,522,30148.95,9887.24,4.040384615384616,0.05172413793103448,0.3279464127274747
85,39,39,29205.1,2749.7400000000002,4.410256410256411,0.02564102564102564,0.09415273359789901
86,88,88,29099.690000000002,2368.25,4.188235294117647,0.13636363636363635,0.08138402848965057
87,247,269,29052.53,6798.26,4.2434456928838955,0.07063197026022305,0.23399889785846537
88,164,210,28592.32,3615.32,4.002392344497608,0.03333333333333333,0.12644374433414288
89,159,174,27349.53,2986.4,4.133720930232558,0.13218390804597702,0.10919383258140086
90,125,133,27184.5,4897.57,3.9696969696969697,0.12781954887218044,0.1801603855138038
91,215,240,26942.6,5396.46,3.7857142857142856,0.0875,0.2002947005856896
92,45,46,26874.0,2957.02,4.088888888888889,0.043478260869565216,0.11003274540448017
93,135,135,26774.0,3568.69,4.522388059701493,0.014814814814814815,0.1332893852244715
94,254,263,26533.32,5241.95,4.388461538461539,0.045627376425855515,0.19756102892514016
95,164,181,26399.670000000002,2682.14,4.281767955801105,0.08839779005524862,0.10159748208973823
96,397,430,26361.82,6030.04,4.28169014084507,0.046511627906976744,0.22874141466712086
97,402,410,25716.44,5456.67,4.044226044226044,0.1073170731707317,0.21218605685701444
98,162,181,25670.72,2999.8,4.1602209944751385,0.12154696132596685,0.11685687039553234
99,39,39,25346.1,1022.39,4.297297297297297,0.07692307692307693,0.040337172188226196
100,197,202,25108.09,4742.8,4.422885572139304,0.06435643564356436,0.18889529231415053
101,200,239,25080.03,8854.14,3.902542372881356,0.05439330543933055,0.35303546287624055
102,411,529,24982.53,8138.06,3.8550863723608444,0.09829867674858223,0.3257500341238458
103,142,171,24832.75,2896.41,3.9298245614035086,0.03508771929824561,0.11663669951978738
104,18,18,24699.19,486.3,1.7222222222222223,0.5,0.01968890477784899
105,32,32,24665.0,2125.59,4.375,0.125,0.08617839043178593
106,231,249,24180.77,4614.32,3.7771084337349397,0.0642570281124498,0.19082601587956047
107,4,15,24075.0,412.6,1.4,0.06666666666666667,0.017138110072689512
108,136,142,23979.11,3875.96,3.397163120567376,0.04225352112676056,0.16163902663610116
109,52,54,23629.15,905.95,4.388888888888889,0.0,0.03834035502758246
110,167,178,23302.7,4291.42,4.165730337078652,0.05056179775280899,0.1841597754766615
111,12,12,23168.0,655.99,2.3636363636363638,0.08333333333333333,0.02831448549723757
112,107,110,23065.02,2307.06,4.427272727272728,0.01818181818181818,0.10002419247848039
113,317,430,23023.92,6863.55,3.390845070422535,0.11627906976744186,0.2981051879957888
114,99,109,22873.21,2078.06,3.073394495412844,0.10091743119266056,0.09085126224084858
115,32,32,22600.63,672.15,4.387096774193548,0.09375,0.029740321398120315
116,151,184,22505.1,3545.22,3.7679558011049723,0.125,0.1575296266179666
117,79,84,22490.6,1894.42,4.5476190476190474,0.011904761904761904,0.08423163454954515
118,92,95,22188.56,2193.28,3.903225806451613,0.021052631578947368,0.09884733394145452
119,187,200,22078.29,3325.84,3.91,0.07,0.15063847788936552
120,59,62,21992.78,1815.39,4.209677419354839,0.04838709677419355,0.08254481698084554
121,20,20,21940.8,1754.4,3.65,0.25,0.07996062130824766
122,153,175,21712.9,3837.11,4.063218390804598,0.14285714285714285,0.17672029070276193
123,126,128,21708.57,2046.19,4.21259842519685,0.0625,0.09425724494980554
124,524,631,21223.92,9593.88,3.6813804173354736,0.05229793977812995,0.45203148146054073
125,68,91,20510.14,2082.03,3.758241758241758,0.02197802197802198,0.101512227610343
126,96,115,20485.079999999998,4994.57,4.2894736842105265,0.09565217391304348,0.2438150107297604
127,135,172,20260.0,3180.66,4.3274853801169595,0.08139534883720931,0.15699210266535044
128,117,118,19921.0,2724.05,4.2844827586206895,0.05084745762711865,0.13674263340193765
129,158,170,19712.71,3551.23,4.1437125748503,0.07647058823529412,0.1801492539584867
130,60,60,19242.9,910.14,4.2,0.06666666666666667,0.04729744477183792
131,28,29,19187.42,1552.83,3.4285714285714284,0.3103448275862069,0.0809295882406285
132,199,234,19093.0,3714.22,3.769396551724138,0.0641025641025641,0.19453307494893415
133,49,60,19025.36,1107.47,4.083333333333333,0.016666666666666666,0.05821019943906449
134,55,58,18988.4,3581.73,4.120689655172414,0.05172413793103448,0.18862726717364284
135,63,64,18969.0,1212.23,4.031746031746032,0.0625,0.06390584638093733
136,144,153,18729.64,3172.29,3.7565789473684212,0.0457516339869281,0.16937271618674998
137,125,132,18569.7,2207.49,3.8396946564885495,0.19696969696969696,0.11887591075784744
138,161,193,18446.92,5319.5,3.953125,0.09844559585492228,0.288367922666765
139,90,92,17942.8,2062.56,4.483516483516484,0.09782608695652174,0.11495195844572753
140,54,55,17765.8,1121.52,4.054545454545455,0.14545454545454545,0.0631280325119049
141,72,81,17560.34,1722.07,4.530864197530864,0.06172839506172839,0.09806586888408766
142,943,1018,17535.69,14156.36,3.995069033530572,0.10117878192534381,0.8072884500125175
143,21,22,17522.0,1211.18,4.454545454545454,0.0,0.06912338774112545
144,50,64,17481.4,1600.03,3.6875,0.125,0.09152756644204697
145,182,220,17348.79,4107.04,4.032110091743119,0.05,0.23673351282711935
146,123,140,17309.06,2702.24,4.282608695652174,0.04285714285714286,0.1561170855031989
147,68,76,17286.28,1429.37,4.333333333333333,0.039473684210526314,0.08268812028961697
148,200,204,17226.44,3387.96,4.3399014778325125,0.09803921568627451,0.1966720924346528
149,50,50,17159.0,999.23,3.9183673469387754,0.16,0.058233580045457194
150,195,231,17112.55,3930.36,4.138528138528138,0.05627705627705628,0.22967704988444154
151,66,78,17062.59,1432.34,3.7243589743589745,0.08974358974358974,0.08394622387339788
152,64,69,16911.8,3543.4900000000002,4.1231884057971016,0.028985507246376812,0.20952766707269482
153,12,12,16788.0,269.28000000000003,4.25,0.08333333333333333,0.016040028591851323
154,180,210,16619.93,3968.67,4.002392344497608,0.02857142857142857,0.23878981439753355
155,65,65,16320.99,1445.35,4.446153846153846,0.015384615384615385,0.08855774067627024
156,217,240,16234.81,4368.52,4.054621848739496,0.13333333333333333,0.26908353100529053
157,129,140,16223.300000000001,2315.65,4.3428571428571425,0.07857142857142857,0.1427360647956951
158,307,340,16055.87,4530.9,4.437869822485207,0.058823529411764705,0.28219585734064856
159,27,29,16040.84,522.03,4.310344827586207,0.10344827586206896,0.032543806932804016
160,110,142,15960.95,2499.27,3.8865248226950353,0.04929577464788732,0.15658654403403305
161,218,222,15915.3,3389.8,4.351351351351352,0.07657657657657657,0.21299001589665292
162,164,168,15819.1,3451.51,4.2379518072289155,0.02976190476190476,0.2181862432123193
163,121,148,15744.0,2362.57,3.643835616438356,0.02027027027027027,0.15006161077235775
164,21,21,15731.43,875.99,4.285714285714286,0.0,0.05568406686486861
165,77,77,15645.8,1758.01,4.558441558441558,0.012987012987012988,0.11236306229147759
166,28,33,15633.4,879.91,4.696969696969697,0.030303030303030304,0.056283981731421184
167,114,128,15519.85,4374.41,3.71875,0.046875,0.2818590385860688
168,509,522,15415.24,8614.34,4.167630057803469,0.034482758620689655,0.55881971347835
169,155,194,15379.5,3460.46,3.7853403141361257,0.10824742268041238,0.22500471406742742
170,121,125,15360.07,1894.52,3.943548387096774,0.088,0.12334058373431891
171,42,43,15348.7,1112.08,4.166666666666667,0.09302325581395349,0.07245434466762657
172,65,66,15230.06,2066.89,4.196969696969697,0.10606060606060606,0.13571121847189047
173,136,143,15092.79,4012.35,4.0,0.055944055944055944,0.26584547986157625
174,62,72,15048.28,1431.23,3.8194444444444446,0.1388888888888889,0.0951092084942598
175,5,5,14999.449999999999,201.11,4.8,0.0,0.013407824953581633
176,129,131,14921.43,2768.64,4.346153846153846,0.061068702290076333,0.1855478998996745
177,113,117,14760.300000000001,3031.37,4.103448275862069,0.05982905982905983,0.20537319702174073
178,54,55,14737.84,1382.82,4.527272727272727,0.01818181818181818,0.09382786079914017
179,13,13,14699.87,1482.51,3.3076923076923075,0.07692307692307693,0.10085191229582302
180,261,346,14592.27,4397.57,3.757309941520468,0.08959537572254335,0.3013629819075442
181,79,83,14504.2,1040.68,4.609756097560975,0.024096385542168676,0.07175025165124585
182,85,130,14497.27,1715.24,2.973076923076923,0.12307692307692308,0.11831468959328205
183,9,9,14391.0,759.37,2.0,0.1111111111111111,0.05276700715725106
184,149,156,14383.2,3019.27,4.438709677419355,0.03205128205128205,0.20991643027977083
185,16,16,14368.61,678.02,3.3333333333333335,0.125,0.04718758460282518
186,151,156,14362.3,3218.77,4.451612903225806,0.07051282051282051,0.22411243324537158
187,83,92,14103.3,1249.17,4.456521739130435,0.10869565217391304,0.08857288719661356
188,11,18,14069.630000000001,496.11,3.4444444444444446,0.2222222222222222,0.03526105519477058
189,104,121,14061.789999999999,2451.9,3.8916666666666666,0.06611570247933884,0.17436613688584457
190,59,59,14059.380000000001,1136.74,4.398305084745763,0.03389830508474576,0.08085278298189535
191,127,137,13894.710000000001,2887.4500000000003,4.036496350364963,0.12408759124087591,0.20780930296494135
192,129,146,13863.69,2626.45,3.8949275362318843,0.1095890410958904,0.18944811951219334
193,101,110,13823.8,3397.14,4.102803738317757,0.03636363636363636,0.2457457428492889
194,60,63,13769.01,2019.29,4.095238095238095,0.14285714285714285,0.14665469775967915
195,94,95,13696.9,2096.31,3.851063829787234,0.12631578947368421,0.15304996020997452
196,45,47,13685.710000000001,1935.45,4.3478260869565215,0.02127659574468085,0.1414212342655222
197,64,75,13670.7,2376.4700000000003,3.8266666666666667,0.25333333333333335,0.1738367457408911
198,78,79,13602.73,2440.78,4.089743589743589,0.05063291139240506,0.17943309909113833
199,166,176,13593.4,3260.97,3.913793103448276,0.06818181818181818,0.23989362484735238
200,36,36,13592.08,860.57,4.277777777777778,0.05555555555555555,0.06331407702132419
201,16,17,13585.16,844.29,3.7058823529411766,0.11764705882352941,0.062147961452055034
202,110,126,13544.95,2094.34,4.579365079365079,0.015873015873015872,0.15462146408809188
203,51,78,13533.65,1475.09,3.4935064935064934,0.11538461538461539,0.10899424767154463
204,130,144,13440.8,2883.09,4.02112676056338,0.09722222222222222,0.21450285697279925
205,78,81,13436.0,1159.43,3.7875,0.08641975308641975,0.08629279547484371
206,40,41,13422.24,982.04,4.3,0.0,0.07316513488061605
207,115,137,13341.57,1659.8600000000001,2.198529411764706,0.18248175182481752,0.12441264408911397
208,24,26,13312.4,525.82,4.153846153846154,0.07692307692307693,0.03949851266488387
209,162,186,13248.87,3372.59,4.135135135135135,0.03763440860215054,0.2545568037123166
210,7,7,13243.0,393.28,3.857142857142857,0.14285714285714285,0.029697198519972812
211,17,18,13205.9,868.8,4.5,0.1111111111111111,0.06578877622880681
212,122,123,13191.5,2394.55,3.8524590163934427,0.13821138211382114,0.18152219232081265
213,87,92,13154.7,1761.69,3.7282608695652173,0.043478260869565216,0.13392095600811876
214,208,219,13147.1,2940.5,4.36697247706422,0.0547945205479452,0.22366149188794487
215,66,70,13139.17,1135.35,3.9,0.1,0.08640956772764184
216,74,78,13132.2,1854.45,3.8974358974358974,0.038461538461538464,0.14121396262621647
217,117,125,13109.5,2141.35,3.774193548387097,0.152,0.16334337694038673
218,70,70,13012.42,1932.26,4.246376811594203,0.07142857142857142,0.148493516194528
219,97,104,12983.810000000001,2656.4,4.221153846153846,0.009615384615384616,0.20459325883542656
220,30,30,12938.3,625.36,4.607142857142857,0.1,0.048334016060842616
221,52,56,12936.0,1030.71,4.196428571428571,0.07142857142857142,0.07967764378478664
222,5,5,12925.0,348.42,4.0,0.2,0.026957059961315283
223,41,41,12913.5,739.39,3.317073170731707,0.1951219512195122,0.057257134007046885
224,147,184,12803.64,3432.56,3.959016393442623,0.10326086956521739,0.26809251119212973
225,103,104,12775.84,3016.39,4.568627450980392,0.028846153846153848,0.23610110959435934
226,32,40,12759.45,610.31,3.725,0.025,0.04783199902817127
227,53,55,12750.5,1165.66,3.8333333333333335,0.05454545454545454,0.09142072859887848
228,23,35,12732.6,1902.28,3.6285714285714286,0.02857142857142857,0.14940232159967326
229,45,45,12708.55,973.7,4.488888888888889,0.044444444444444446,0.07661771012428642
230,167,173,12687.68,2434.69,4.158823529411765,0.06358381502890173,0.191894026331055
231,103,135,12684.9,2285.09,3.791044776119403,0.044444444444444446,0.18014253167151498
232,63,69,12630.0,1183.84,4.398550724637682,0.0,0.09373238321456848
233,31,31,12480.0,497.99,3.935483870967742,0.25806451612903225,0.03990304487179487
234,75,86,12477.64,3117.48,3.4352941176470586,0.05813953488372093,0.24984532331434472
235,396,429,12357.03,6069.22,3.897196261682243,0.053613053613053616,0.49115523714031606
236,65,66,12333.390000000001,1306.02,4.123076923076923,0.10606060606060606,0.10589302697798414
237,92,108,12277.4,2038.48,4.165048543689321,0.07407407407407407,0.16603515402283872
238,138,151,12271.710000000001,2911.93,4.046357615894039,0.06622516556291391,0.2372880389122624
239,13,13,12251.0,960.87,4.0,0.0,0.07843196473757244
240,18,18,12227.82,531.11,4.176470588235294,0.05555555555555555,0.04343456151628009
241,84,85,12170.210000000001,1487.1299999999999,4.0476190476190474,0.07058823529411765,0.1221942760231746
242,77,98,12077.52,1451.66,4.204081632653061,0.09183673469387756,0.12019520563824361
243,94,96,12076.5,1984.77,4.28421052631579,0.03125,0.16434977021488015
244,202,221,11990.9,2947.98,4.0588235294117645,0.02262443438914027,0.24585143733998283
245,75,112,11983.28,3808.84,3.765765765765766,0.05357142857142857,0.31784619903732536
246,8,9,11961.829999999998,571.77,2.6666666666666665,0.0,0.04779954237771312
247,533,560,11908.849999999999,9785.6,4.176895306859206,0.0625,0.8217082253953993
248,29,36,11900.9,754.75,3.242424242424242,0.08333333333333333,0.06341957330958163
249,15,15,11892.0,1218.7,4.2,0.13333333333333333,0.10248065926673394
250,22,27,11857.08,621.75,4.444444444444445,0.14814814814814814,0.05243702496736127
251,50,56,11821.5,1524.96,3.875,0.05357142857142857,0.12899885801294253
252,88,92,11806.4,1885.85,4.054347826086956,0.15217391304347827,0.15973116275918145
253,161,180,11805.5,2579.15,3.8944444444444444,0.06111111111111111,0.21847020456566854
254,31,31,11798.69,853.78,4.129032258064516,0.03225806451612903,0.07236227072666541
255,78,84,11793.89,3082.65,4.107142857142857,0.08333333333333333,0.2613768654786504
256,53,55,11766.94,1379.58,3.8173076923076925,0.10909090909090909,0.11724203573741346
257,40,41,11703.07,1438.73,4.560975609756097,0.04878048780487805,0.122936118471478
258,17,17,11702.1,326.69,4.294117647058823,0.058823529411764705,0.027917211440681586
259,108,117,11691.61,1705.24,4.384615384615385,0.05128205128205128,0.14585159785521412
260,17,17,11468.98,569.37,3.9411764705882355,0.29411764705882354,0.049644345007141
261,98,100,11441.56,2713.34,4.292929292929293,0.04,0.23714773160303318
262,18,20,11395.05,1468.3600000000001,4.6,0.05,0.12885946090627073
263,206,209,11389.1,2906.14,4.2860576923076925,0.023923444976076555,0.2551685383392893
264,92,98,11315.89,2105.16,3.8958333333333335,0.09183673469387756,0.18603574265921638
265,179,202,11205.83,3594.6,4.0,0.04455445544554455,0.3207794514105604
266,149,157,11188.57,2529.89,4.445859872611465,0.01910828025477707,0.22611379291544853
267,139,181,11171.9,2694.29,4.1722222222222225,0.06077348066298342,0.24116667710953374
268,12,12,11062.0,1723.73,4.333333333333333,0.16666666666666666,0.1558244440426686
269,211,228,11015.19,3327.95,4.18859649122807,0.09649122807017543,0.3021237037218604
270,95,115,11011.05,1363.57,3.526315789473684,0.1565217391304348,0.12383650968799524
271,175,193,11009.960000000001,3233.54,4.00261780104712,0.031088082901554404,0.2936922568292709
272,98,104,11002.89,1660.99,4.077669902912621,0.0673076923076923,0.1509594297498203
273,78,86,10961.300000000001,2203.54,2.9382716049382718,0.3023255813953488,0.20102907501847406
274,42,80,10930.02,1485.9,3.35,0.0625,0.13594668628236728
275,108,113,10816.7,2037.18,3.794392523364486,0.05309734513274336,0.1883365536623924
276,237,269,10711.7,4363.61,4.3226415094339625,0.01486988847583643,0.40736857828355905
277,135,164,10682.65,2329.22,3.8714285714285714,0.018292682926829267,0.21803765919504992
278,127,139,10657.18,2109.53,4.158273381294964,0.11510791366906475,0.19794448437579173
279,89,90,10544.300000000001,1466.83,4.022471910112359,0.044444444444444446,0.13911117855144484
280,87,92,10505.1,2187.63,4.130434782608695,0.0,0.2082445669246366
281,192,207,10482.83,2507.02,4.089805825242719,0.09178743961352658,0.2391548847019364
282,58,58,10454.2,1845.57,4.568965517241379,0.034482758620689655,0.17653861605861756
283,152,187,10327.130000000001,2577.95,4.144385026737968,0.10695187165775401,0.24962889011758344
284,50,52,10309.42,858.56,3.75,0.23076923076923078,0.08327917574412527
285,105,126,10295.01,1888.9,4.357142857142857,0.015873015873015872,0.1834772380017115
286,67,79,10292.310000000001,1689.9,4.405063291139241,0.012658227848101266,0.16419054614561746
287,8,9,10220.5,698.24,4.222222222222222,0.0,0.0683175969864488
288,12,12,10173.11,889.61,4.333333333333333,0.0,0.08744720149492141
289,22,22,10103.52,457.57,4.454545454545454,0.13636363636363635,0.045288176793830265
290,63,78,10022.82,3055.11,3.0789473684210527,0.1282051282051282,0.3048154112315696
291,87,89,10021.49,1498.72,4.303370786516854,0.011235955056179775,0.14955061572680312
292,71,111,10000.64,2392.59,3.614678899082569,0.09009009009009009,0.23924368840394217
293,21,22,9983.1,720.65,3.3636363636363638,0.2727272727272727,0.07218699602327934
294,98,100,9979.7,1533.11,4.515151515151516,0.04,0.15362285439442067
295,4,4,9946.0,136.56,3.75,0.5,0.013730142770963202
296,14,14,9925.5,739.31,4.153846153846154,0.07142857142857142,0.07448592010478061
297,210,219,9843.47,3126.55,4.0963302752293576,0.0639269406392694,0.31762681249599994
298,324,340,9771.43,5197.0,3.9017857142857144,0.08529411764705883,0.531856647389379
299,116,129,9754.83,2365.89,4.007751937984496,0.023255813953488372,0.24253523639058805
300,212,228,9738.2,3217.78,3.528888888888889,0.08771929824561403,0.3304286213057855
301,93,98,9731.85,1342.79,4.336734693877551,0.04081632653061224,0.13797890431932264
302,71,138,9731.85,3439.52,3.7246376811594204,0.021739130434782608,0.3534292041081603
303,61,67,9729.36,2008.82,4.212121212121212,0.04477611940298507,0.20646990141180918
304,29,32,9669.8,930.83,3.625,0.0625,0.09626155659889554
305,34,34,9619.09,713.1,3.9411764705882355,0.14705882352941177,0.07413383178658273
306,43,43,9615.7,2296.92,4.348837209302325,0.046511627906976744,0.23887184500348388
307,23,24,9608.699999999999,413.37,4.291666666666667,0.16666666666666666,0.0430203877735802
308,29,41,9606.8,1178.99,4.05,0.0,0.1227245284590082
309,30,30,9575.5,781.39,4.4,0.1,0.08160304944911492
310,201,220,9553.619999999999,3035.67,4.168949771689498,0.05,0.3177507583512847
311,154,162,9482.87,2146.0,3.632716049382716,0.043209876543209874,0.22630279651624455
312,94,97,9478.300000000001,2044.36,4.185567010309279,0.1134020618556701,0.21568846734118985
313,18,20,9422.4,546.1,3.736842105263158,0.0,0.05795763287485142
314,73,73,9420.880000000001,1814.3899999999999,4.267605633802817,0.0547945205479452,0.19259241174922084
315,68,74,9410.380000000001,1705.57,3.9726027397260273,0.04054054054054054,0.18124347794669288
316,68,69,9402.2,1232.82,4.260869565217392,0.014492753623188406,0.1311203760821935
317,3,3,9399.97,379.49,4.666666666666667,0.0,0.040371405440655664
318,38,41,9397.54,1077.44,4.195121951219512,0.14634146341463414,0.1146512810799422
319,30,33,9385.699999999999,719.65,3.909090909090909,0.030303030303030304,0.07667515475670436
320,105,112,9376.95,2331.07,4.053571428571429,0.026785714285714284,0.2485957587488469
321,143,155,9375.7,2591.45,3.861842105263158,0.12903225806451613,0.2764006954147423
322,6,6,9353.0,697.04,4.5,0.0,0.07452582059232331
323,51,51,9264.78,1286.28,4.18,0.13725490196078433,0.13883546074488545
324,129,131,9251.4,2421.8,4.3816793893129775,0.04580152671755725,0.26177659597466335
325,53,55,9205.0,1722.37,4.185185185185185,0.07272727272727272,0.18711243889190657
326,122,143,9178.51,2893.4900000000002,3.76056338028169,0.14685314685314685,0.31524615651124205
327,82,89,9177.9,2875.98,4.136363636363637,0.0449438202247191,0.3133592651913837
328,16,18,9139.2,485.06,4.0625,0.0,0.05307466736694678
329,119,128,9108.2,3000.74,4.078740157480315,0.0625,0.32945477701411907
330,65,66,9101.0,1183.82,4.030769230769231,0.09090909090909091,0.1300758158444127
331,132,137,9077.4,1999.1499999999999,4.213235294117647,0.0364963503649635,0.22023376737832417
332,26,30,9070.0,525.77,4.366666666666666,0.1,0.057968026460859974
333,60,61,9062.3,2833.74,3.8666666666666667,0.13114754098360656,0.31269545258929854
334,174,225,9027.4,2604.21,4.0,0.05333333333333334,0.28847841017347187
335,68,74,9000.87,1122.19,3.77027027027027,0.05405405405405406,0.12467572579095132
336,11,11,8959.89,204.62,4.0,0.0,0.022837333940483647
